"id","description","last_updated"
"174740","Beef, New Zealand, imported, brisket navel end, separable lean and fat, raw","2019-04-01"
"174741","Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised","2019-04-01"
"174742","Beef, New Zealand, imported, brisket point end, separable lean and fat, raw","2019-04-01"
"174743","Beef, New Zealand, imported, eye round, separable lean and fat, cooked, slow roasted","2019-04-01"
"174744","Beef, New Zealand, imported, eye round, separable lean and fat, raw","2019-04-01"
"174745","Beef, New Zealand, imported, flank, separable lean and fat, cooked, braised","2019-04-01"
"174746","Beef, New Zealand, imported, flank, separable lean and fat, raw","2019-04-01"
"174747","Beef, New Zealand, imported, flat, separable lean and fat, cooked, braised","2019-04-01"
"174748","Beef, New Zealand, imported, rump centre, separable lean and fat, cooked, fast fried","2019-04-01"
"174749","Beef, New Zealand, imported, rump centre, separable lean only, raw","2019-04-01"
"174750","Beef, New Zealand, imported, rump centre, separable lean and fat, raw","2019-04-01"
"174751","Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried","2019-04-01"
"174752","Beef, ground, 93% lean meat / 7% fat, patty, cooked, broiled","2019-04-01"
"174753","Beef, ground, 93% lean meat /7% fat, patty, cooked, pan-broiled","2019-04-01"
"174754","Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked","2019-04-01"
"174755","Beef, ground, 93% lean meat / 7% fat, crumbles, cooked, pan-browned","2019-04-01"
"174756","Beef, ground, 97% lean meat / 3% fat, crumbles, cooked, pan-browned","2019-04-01"
"174757","Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, raw","2019-04-01"
"174758","Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, raw","2019-04-01"
"174759","Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, cooked","2019-04-01"
"174760","Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, raw","2019-04-01"
"174761","Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, choice, raw","2019-04-01"
"174762","Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw","2019-04-01"
"174763","Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw","2019-04-01"
"174764","Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled","2019-04-01"
"174765","Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw","2019-04-01"
"174766","Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, raw","2019-04-01"
"174767","Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, cooked, braised","2019-04-01"
"174768","Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, cooked, braised","2019-04-01"
"174769","Beef, variety meats and by-products, tripe, cooked, simmered","2019-04-01"
"174770","Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, raw","2019-04-01"
"174771","Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted","2019-04-01"
"174772","Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, raw","2019-04-01"
"174773","Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted","2019-04-01"
"174774","Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled","2019-04-01"
"174775","Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled","2019-04-01"
"174776","Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, raw","2019-04-01"
"174777","Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, raw","2019-04-01"
"174778","Snacks, popcorn, microwave, low fat","2019-04-01"
"174779","Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C","2019-04-01"
"174780","Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Chewy Chocolate Peanut Bar","2019-04-01"
"174781","Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON MULTIGRAIN CRUNCH BAR","2019-04-01"
"174782","Formulated bar, MARS SNACKFOOD US, COCOAVIA, Chocolate Almond Snack Bar","2019-04-01"
"174783","Snacks, sweet potato chips, unsalted","2019-04-01"
"174784","Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor","2019-04-01"
"174785","Snacks, popcorn, microwave, regular (butter) flavor, made with partially hydrogenated oil","2019-04-01"
"174786","Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush","2019-04-01"
"174787","Formulated bar, LUNA BAR, NUTZ OVER CHOCOLATE","2019-04-01"
"174788","Snacks, FRITOLAY, SUNCHIPS, multigrain, French onion flavor","2019-04-01"
"174789","Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, Harvest Cheddar flavor","2019-04-01"
"174790","Pretzels, soft, unsalted","2019-04-01"
"174791","Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS","2019-04-01"
"174792","Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors","2019-04-01"
"174793","Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors","2019-04-01"
"174794","Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors","2019-04-01"
"174795","Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors","2019-04-01"
"174796","Snacks, vegetable chips, made from garden vegetables","2019-04-01"
"174797","Snacks, granola bar, KASHI TLC Bar, crunchy, mixed flavors","2019-04-01"
"174798","Snacks, candy bits, yogurt covered with vitamin C","2019-04-01"
"174799","Snacks, CLIF BAR, mixed flavors","2019-04-01"
"174800","Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar","2019-04-01"
"174801","Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut","2019-04-01"
"174802","Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating","2019-04-01"
"174803","Snack, Mixed Berry Bar","2019-04-01"
"174804","Snacks, potato chips, made from dried potatoes (preformed), multigrain","2019-04-01"
"174805","Snacks, potato chips, lightly salted","2019-04-01"
"174806","Snacks, Pretzels, gluten- free made with cornstarch and potato flour","2019-04-01"
"174807","Soup, egg drop, Chinese restaurant","2019-04-01"
"174808","Soup, hot and sour, Chinese restaurant","2019-04-01"
"174809","Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12","2019-04-01"
"174810","Alcoholic beverage, whiskey sour, canned","2019-04-01"
"174811","Beverages, Whiskey sour mix, bottled","2019-04-01"
"174812","Alcoholic beverage, whiskey sour, prepared from item 14028","2019-04-01"
"174813","Beverages, ABBOTT, EAS soy protein powder","2019-04-01"
"174814","Beverages, CYTOSPORT, Muscle Milk, ready-to-drink","2019-04-01"
"174815","Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof","2019-04-01"
"174816","Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink","2019-04-01"
"174817","Alcoholic beverage, distilled, rum, 80 proof","2019-04-01"
"174818","Alcoholic beverage, distilled, vodka, 80 proof","2019-04-01"
"174819","Alcoholic beverage, distilled, whiskey, 86 proof","2019-04-01"
"174820","Beverages, almond milk, chocolate, ready-to-drink","2019-04-01"
"174821","Beverages, Energy Drink with carbonated water and high fructose corn syrup","2019-04-01"
"174822","Beverages, Energy Drink, sugar free","2019-04-01"
"174823","Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink","2019-04-01"
"174824","Beverages, chocolate powder, no sugar added","2019-04-01"
"174825","Beverages, ZEVIA, cola","2019-04-01"
"174826","Beverages, ZEVIA, cola, caffeine free","2019-04-01"
"174827","Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,","2019-04-01"
"174828","Beverages, yellow green colored citrus soft drink with caffeine","2019-04-01"
"174829","Beverages, V8 SPLASH Smoothies, Strawberry Banana","2019-04-01"
"174830","Beverages, V8 SPLASH Smoothies, Tropical Colada","2019-04-01"
"174831","Beverages, Coconut water, ready-to-drink, unsweetened","2019-04-01"
"174832","Beverages, almond milk, unsweetened, shelf stable","2019-04-01"
"174833","Alcoholic Beverage, wine, table, red, Cabernet Sauvignon","2019-04-01"
"174834","Alcoholic Beverage, wine, table, red, Cabernet Franc","2019-04-01"
"174835","Alcoholic Beverage, wine, table, red, Pinot Noir","2019-04-01"
"174836","Alcoholic Beverage, wine, table, red, Syrah","2019-04-01"
"174837","Alcoholic beverage, wine, table, white","2019-04-01"
"174838","Alcoholic Beverage, wine, table, red, Lemberger","2019-04-01"
"174839","Alcoholic Beverage, wine, table, red, Sangiovese","2019-04-01"
"174840","Alcoholic Beverage, wine, table, red, Carignane","2019-04-01"
"174841","Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)","2019-04-01"
"174842","Beverages, carbonated, club soda","2019-04-01"
"174843","Alcoholic beverage, wine, table, white, Gewurztraminer","2019-04-01"
"174844","Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer","2019-04-01"
"174845","Alcoholic beverage, wine, table, white, Semillon","2019-04-01"
"174846","Beverages, carbonated, ginger ale","2019-04-01"
"174847","Beverages, NESTEA, tea, black, ready-to-drink, lemon","2019-04-01"
"174848","Alcoholic beverage, wine, table, white, Pinot Blanc","2019-04-01"
"174849","Alcoholic beverage, wine, table, white, Muscat","2019-04-01"
"174850","Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine","2019-04-01"
"174851","Beverages, carbonated, cola, without caffeine","2019-04-01"
"174852","Beverages, carbonated, cola, regular","2019-04-01"
"174853","Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners","2019-04-01"
"174854","Beverages, carbonated, orange","2019-04-01"
"174855","Beverages, tea, black, ready-to-drink, peach, diet","2019-04-01"
"174856","Beverages, OCEAN SPRAY, Ruby Red cranberry","2019-04-01"
"174857","Beverages, MOTTS, Apple juice light, fortified with vitamin C","2019-04-01"
"174858","Beverages, Lemonade, powder","2019-04-01"
"174859","Lemonade, powder, prepared with water","2019-04-01"
"174860","Beverages, lemonade-flavor drink, powder","2019-04-01"
"174861","Beverages, lemonade-flavor drink, powder, prepared with water","2019-04-01"
"174862","Limeade, frozen concentrate, prepared with water","2019-04-01"
"174863","Malt beverage, includes non-alcoholic beer","2019-04-01"
"174864","Beverages, OVALTINE, Classic Malt powder","2019-04-01"
"174865","Beverages, Malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk","2019-04-01"
"174866","Beverages, malted drink mix, chocolate, powder","2019-04-01"
"174867","Beverages, Malted drink mix, chocolate, powder, prepared with whole milk","2019-04-01"
"174868","Beverages, orange drink, canned, with added vitamin C","2019-04-01"
"174869","Strawberry-flavor beverage mix, powder","2019-04-01"
"174870","Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk","2019-04-01"
"174871","Beverages, tea, black, brewed, prepared with tap water, decaffeinated","2019-04-01"
"174872","Beverages, tea, instant, decaffeinated, unsweetened","2019-04-01"
"174873","Beverages, tea, instant, unsweetened, prepared with water","2019-04-01"
"174874","Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, cooked, braised","2019-04-01"
"174875","Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, raw","2019-04-01"
"174876","Lamb, New Zealand, imported, square-cut shoulder, separable lean and fat, cooked, slow roasted","2019-04-01"
"174877","Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, raw","2019-04-01"
"174878","Lamb, New Zealand, imported, tenderloin, separable lean and fat, raw","2019-04-01"
"174879","Veal, ground, cooked, pan-fried","2019-04-01"
"174880","Veal, leg, top round, cap off, cutlet, boneless, cooked, grilled","2019-04-01"
"174881","Veal, shoulder, blade chop, separable lean only, cooked, grilled","2019-04-01"
"174882","Veal, external fat only, raw","2019-04-01"
"174883","Veal, external fat only, cooked","2019-04-01"
"174884","Veal, seam fat only, raw","2019-04-01"
"174885","Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted","2019-04-01"
"174886","Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, braised","2019-04-01"
"174887","Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8"" fat, raw","2019-04-01"
"174888","Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted","2019-04-01"
"174889","Lamb, Australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean only, trimmed to 0"" fat, cooked, roasted","2019-04-01"
"174890","Lamb, Australian, imported, fresh, rack, roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, roasted","2019-04-01"
"174891","Lamb, Australian, imported, fresh, external fat, cooked","2019-04-01"
"174892","Lamb, Australian, imported, fresh, external fat, raw","2019-04-01"
"174893","Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, braised","2019-04-01"
"174894","Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw","2019-04-01"
"174895","Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted","2019-04-01"
"174896","Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw","2019-04-01"
"174897","Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted","2019-04-01"
"174898","Lamb, Australian, imported, fresh, rib chop, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, grilled","2019-04-01"
"174899","Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)","2019-04-01"
"174900","Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted","2019-04-01"
"174901","Bagels, egg","2019-04-01"
"174902","Biscuits, plain or buttermilk, dry mix","2019-04-01"
"174903","Biscuits, plain or buttermilk, dry mix, prepared","2019-04-01"
"174904","Biscuits, plain or buttermilk, refrigerated dough, lower fat","2019-04-01"
"174905","Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked","2019-04-01"
"174906","Bread, banana, prepared from recipe, made with margarine","2019-04-01"
"174907","Bread, boston brown, canned","2019-04-01"
"174908","Bread, cornbread, dry mix, enriched (includes corn muffin mix)","2019-04-01"
"174909","Bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs","2019-04-01"
"174910","Bread, cornbread, prepared from recipe, made with low fat (2%) milk","2019-04-01"
"174911","Bread, french or vienna, toasted (includes sourdough)","2019-04-01"
"174912","Bread, irish soda, prepared from recipe","2019-04-01"
"174913","Bread, Italian","2019-04-01"
"174914","Bread, multi-grain, toasted (includes whole-grain)","2019-04-01"
"174915","Bread, pita, white, enriched","2019-04-01"
"174916","Bread, pita, whole-wheat","2019-04-01"
